card_id,name,supertype,subtype_primary,subtypes_all,type_primary,types_all,hp,evolves_from,rarity,artist,regulation_mark,national_pokedex_first,converted_retreat_cost,set_id,set_name,set_series,set_release_date,set_total,set_printed_total,tcgplayer_updated_at,price_usd,price_kind,cardmarket_avg_sell_eur,cardmarket_trend_eur,release_year
base3-18,Ditto,Pokémon,Basic,Basic,Colorless,Colorless,50.0,,Rare,Keiji Kinebuchi,Unknown,132.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,9.1,8.43,1999
base3-19,Dragonite,Pokémon,Stage 2,Stage 2,Colorless,Colorless,100.0,Dragonair,Rare,Kagemaru Himeno,Unknown,149.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,17.75,16.53,1999
base3-20,Gengar,Pokémon,Stage 2,Stage 2,Psychic,Psychic,80.0,Haunter,Rare,Keiji Kinebuchi,Unknown,94.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,26.72,22.58,1999
base3-21,Haunter,Pokémon,Stage 1,Stage 1,Psychic,Psychic,50.0,Gastly,Rare,Ken Sugimori,Unknown,93.0,,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,8.13,7.52,1999
base3-22,Hitmonlee,Pokémon,Basic,Basic,Fighting,Fighting,60.0,,Rare,Ken Sugimori,Unknown,106.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,8.11,6.14,1999
base3-23,Hypno,Pokémon,Stage 1,Stage 1,Psychic,Psychic,90.0,Drowzee,Rare,Ken Sugimori,Unknown,97.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,8.83,7.02,1999
base3-24,Kabutops,Pokémon,Stage 2,Stage 2,Fighting,Fighting,60.0,Kabuto,Rare,Ken Sugimori,Unknown,141.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,13.95,4.8,1999
base3-25,Lapras,Pokémon,Basic,Basic,Water,Water,80.0,,Rare,Ken Sugimori,Unknown,131.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,9.56,10.51,1999
base3-26,Magneton,Pokémon,Stage 1,Stage 1,Lightning,Lightning,80.0,Magnemite,Rare,Ken Sugimori,Unknown,82.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,6.85,5.21,1999
base3-27,Moltres,Pokémon,Basic,Basic,Fire,Fire,70.0,,Rare,Mitsuhiro Arita,Unknown,146.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,11.76,10.47,1999
base3-28,Muk,Pokémon,Stage 1,Stage 1,Grass,Grass,70.0,Grimer,Rare,Mitsuhiro Arita,Unknown,89.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,6.42,8.83,1999
base3-29,Raichu,Pokémon,Stage 1,Stage 1,Lightning,Lightning,90.0,Pikachu,Rare,Mitsuhiro Arita,Unknown,26.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,9.7,6.54,1999
base3-30,Zapdos,Pokémon,Basic,Basic,Lightning,Lightning,80.0,,Rare,Mitsuhiro Arita,Unknown,145.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,11.68,9.8,1999
base3-31,Arbok,Pokémon,Stage 1,Stage 1,Grass,Grass,60.0,Ekans,Uncommon,Ken Sugimori,Unknown,24.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,1.82,2.75,1999
base3-32,Cloyster,Pokémon,Stage 1,Stage 1,Water,Water,50.0,Shellder,Uncommon,Kagemaru Himeno,Unknown,91.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,1.7,1.51,1999
base3-33,Gastly,Pokémon,Basic,Basic,Psychic,Psychic,50.0,,Uncommon,Mitsuhiro Arita,Unknown,92.0,,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,1.65,5.06,1999
base3-34,Golbat,Pokémon,Stage 1,Stage 1,Grass,Grass,60.0,Zubat,Uncommon,Kagemaru Himeno,Unknown,42.0,,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,1.23,1.5,1999
base3-35,Golduck,Pokémon,Stage 1,Stage 1,Water,Water,70.0,Psyduck,Uncommon,Kagemaru Himeno,Unknown,55.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,3.32,3.57,1999
base3-36,Golem,Pokémon,Stage 2,Stage 2,Fighting,Fighting,80.0,Graveler,Uncommon,Kagemaru Himeno,Unknown,76.0,4.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,3.06,2.89,1999
base3-37,Graveler,Pokémon,Stage 1,Stage 1,Fighting,Fighting,60.0,Geodude,Uncommon,Kagemaru Himeno,Unknown,75.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,1.06,0.98,1999
base3-38,Kingler,Pokémon,Stage 1,Stage 1,Water,Water,60.0,Krabby,Uncommon,Kagemaru Himeno,Unknown,99.0,3.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,1.2,1.05,1999
base3-39,Magmar,Pokémon,Basic,Basic,Fire,Fire,70.0,,Uncommon,Mitsuhiro Arita,Unknown,126.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,2.95,2.87,1999
base3-40,Omastar,Pokémon,Stage 2,Stage 2,Water,Water,70.0,Omanyte,Uncommon,Ken Sugimori,Unknown,139.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,2.93,2.33,1999
base3-41,Sandslash,Pokémon,Stage 1,Stage 1,Fighting,Fighting,70.0,Sandshrew,Uncommon,Ken Sugimori,Unknown,28.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,2.02,1.56,1999
base3-42,Seadra,Pokémon,Stage 1,Stage 1,Water,Water,60.0,Horsea,Uncommon,Ken Sugimori,Unknown,117.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,1.78,2.74,1999
base3-43,Slowbro,Pokémon,Stage 1,Stage 1,Psychic,Psychic,60.0,Slowpoke,Uncommon,Kagemaru Himeno,Unknown,80.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,2.21,2.25,1999
base3-44,Tentacruel,Pokémon,Stage 1,Stage 1,Water,Water,60.0,Tentacool,Uncommon,Kagemaru Himeno,Unknown,73.0,,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,1.83,2.08,1999
base3-45,Weezing,Pokémon,Stage 1,Stage 1,Grass,Grass,60.0,Koffing,Uncommon,Mitsuhiro Arita,Unknown,110.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,1.68,1.88,1999
base3-46,Ekans,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Kagemaru Himeno,Unknown,23.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,0.56,0.27,1999
base3-47,Geodude,Pokémon,Basic,Basic,Fighting,Fighting,50.0,,Common,Kagemaru Himeno,Unknown,74.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,0.56,0.82,1999
base3-48,Grimer,Pokémon,Basic,Basic,Grass,Grass,50.0,,Common,Mitsuhiro Arita,Unknown,88.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,0.55,0.67,1999
base3-49,Horsea,Pokémon,Basic,Basic,Water,Water,40.0,,Common,Mitsuhiro Arita,Unknown,116.0,,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,0.65,0.39,1999
base3-50,Kabuto,Pokémon,Stage 1,Stage 1,Fighting,Fighting,30.0,Mysterious Fossil,Common,Ken Sugimori,Unknown,140.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,1.97,1.9,1999
base3-51,Krabby,Pokémon,Basic,Basic,Water,Water,50.0,,Common,Mitsuhiro Arita,Unknown,98.0,2.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,0.9,0.63,1999
base3-52,Omanyte,Pokémon,Stage 1,Stage 1,Water,Water,40.0,Mysterious Fossil,Common,Kagemaru Himeno,Unknown,138.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,0.59,0.73,1999
base3-53,Psyduck,Pokémon,Basic,Basic,Water,Water,50.0,,Common,Kagemaru Himeno,Unknown,54.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,1.28,1.15,1999
base3-54,Shellder,Pokémon,Basic,Basic,Water,Water,30.0,,Common,Mitsuhiro Arita,Unknown,90.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,0.64,0.32,1999
base3-55,Slowpoke,Pokémon,Basic,Basic,Psychic,Psychic,50.0,,Common,Miki Tanaka,Unknown,79.0,1.0,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,0.77,0.76,1999
base3-56,Tentacool,Pokémon,Basic,Basic,Water,Water,30.0,,Common,Kagemaru Himeno,Unknown,72.0,,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,0.77,0.55,1999
base3-57,Zubat,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Kagemaru Himeno,Unknown,41.0,,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,0.5,0.5,1999
base3-58,Mr. Fuji,Trainer,Unknown,,Unknown,,,,Uncommon,Ken Sugimori,Unknown,,,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,1.29,1.13,1999
base3-59,Energy Search,Trainer,Unknown,,Unknown,,,,Common,Keiji Kinebuchi,Unknown,,,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,0.53,0.54,1999
base3-60,Gambler,Trainer,Unknown,,Unknown,,,,Common,Keiji Kinebuchi,Unknown,,,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,0.53,0.43,1999
base3-61,Recycle,Trainer,Unknown,,Unknown,,,,Common,Keiji Kinebuchi,Unknown,,,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,0.29,0.27,1999
base3-62,Mysterious Fossil,Trainer,Unknown,,Unknown,,10.0,,Common,Keiji Kinebuchi,Unknown,,,base3,Fossil,Base,1999-10-10,62,62,2026/03/26,,,0.37,0.33,1999
base4-1,Alakazam,Pokémon,Stage 2,Stage 2,Psychic,Psychic,80.0,Kadabra,Rare Holo,Ken Sugimori,Unknown,65.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,53.66,holofoil,33.86,33.78,2000
base4-2,Blastoise,Pokémon,Stage 2,Stage 2,Water,Water,100.0,Wartortle,Rare Holo,Ken Sugimori,Unknown,9.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,105.7,holofoil,75.2,76.83,2000
base4-3,Chansey,Pokémon,Basic,Basic,Colorless,Colorless,120.0,,Rare Holo,Ken Sugimori,Unknown,113.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,17.03,holofoil,13.78,10.74,2000
base4-4,Charizard,Pokémon,Stage 2,Stage 2,Fire,Fire,120.0,Charmeleon,Rare Holo,Mitsuhiro Arita,Unknown,6.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,373.13,holofoil,299.15,320.56,2000
base4-5,Clefable,Pokémon,Stage 1,Stage 1,Colorless,Colorless,70.0,Clefairy,Rare Holo,Mitsuhiro Arita,Unknown,36.0,2.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,17.26,holofoil,16.21,19.53,2000
base4-6,Clefairy,Pokémon,Basic,Basic,Colorless,Colorless,40.0,,Rare Holo,Ken Sugimori,Unknown,35.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,14.63,holofoil,9.64,11.42,2000
base4-7,Gyarados,Pokémon,Stage 1,Stage 1,Water,Water,100.0,Magikarp,Rare Holo,Mitsuhiro Arita,Unknown,130.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,32.37,holofoil,30.32,40.7,2000
base4-8,Hitmonchan,Pokémon,Basic,Basic,Fighting,Fighting,70.0,,Rare Holo,Ken Sugimori,Unknown,107.0,2.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,20.4,holofoil,14.28,16.43,2000
base4-9,Magneton,Pokémon,Stage 1,Stage 1,Lightning,Lightning,60.0,Magnemite,Rare Holo,Keiji Kinebuchi,Unknown,82.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,15.82,holofoil,13.78,24.84,2000
base4-10,Mewtwo,Pokémon,Basic,Basic,Psychic,Psychic,60.0,,Rare Holo,Ken Sugimori,Unknown,150.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,47.49,holofoil,34.42,27.49,2000
base4-11,Nidoking,Pokémon,Stage 2,Stage 2,Grass,Grass,90.0,Nidorino,Rare Holo,Ken Sugimori,Unknown,34.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,24.11,holofoil,20.68,19.05,2000
base4-12,Nidoqueen,Pokémon,Stage 2,Stage 2,Grass,Grass,90.0,Nidorina,Rare Holo,Ken Sugimori,Unknown,31.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,25.23,holofoil,15.73,27.06,2000
base4-13,Ninetales,Pokémon,Stage 1,Stage 1,Fire,Fire,80.0,Vulpix,Rare Holo,Ken Sugimori,Unknown,38.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,23.23,holofoil,26.03,34.01,2000
base4-14,Pidgeot,Pokémon,Stage 2,Stage 2,Colorless,Colorless,80.0,Pidgeotto,Rare Holo,Kagemaru Himeno,Unknown,18.0,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,28.18,holofoil,16.09,22.02,2000
base4-15,Poliwrath,Pokémon,Stage 2,Stage 2,Water,Water,90.0,Poliwhirl,Rare Holo,Ken Sugimori,Unknown,62.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,14.02,holofoil,10.27,9.16,2000
base4-16,Raichu,Pokémon,Stage 1,Stage 1,Lightning,Lightning,80.0,Pikachu,Rare Holo,Ken Sugimori,Unknown,26.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,33.56,holofoil,32.29,28.49,2000
base4-17,Scyther,Pokémon,Basic,Basic,Grass,Grass,70.0,,Rare Holo,Ken Sugimori,Unknown,123.0,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,27.18,holofoil,16.22,14.28,2000
base4-18,Venusaur,Pokémon,Stage 2,Stage 2,Grass,Grass,100.0,Ivysaur,Rare Holo,Mitsuhiro Arita,Unknown,3.0,2.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,76.77,holofoil,60.71,56.12,2000
base4-19,Wigglytuff,Pokémon,Stage 1,Stage 1,Colorless,Colorless,80.0,Jigglypuff,Rare Holo,Mitsuhiro Arita,Unknown,40.0,2.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,13.74,holofoil,8.7,10.35,2000
base4-20,Zapdos,Pokémon,Basic,Basic,Lightning,Lightning,90.0,,Rare Holo,Ken Sugimori,Unknown,145.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,28.58,holofoil,19.99,19.94,2000
base4-21,Beedrill,Pokémon,Stage 2,Stage 2,Grass,Grass,80.0,Kakuna,Rare,Ken Sugimori,Unknown,15.0,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,2.58,normal,1.98,1.76,2000
base4-22,Dragonair,Pokémon,Stage 1,Stage 1,Colorless,Colorless,80.0,Dratini,Rare,Mitsuhiro Arita,Unknown,148.0,2.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,8.62,normal,6.06,6.79,2000
base4-23,Dugtrio,Pokémon,Stage 1,Stage 1,Fighting,Fighting,70.0,Diglett,Rare,Keiji Kinebuchi,Unknown,51.0,2.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,3.7,normal,3.67,3.77,2000
base4-24,Electabuzz,Pokémon,Basic,Basic,Lightning,Lightning,70.0,,Rare,Ken Sugimori,Unknown,125.0,2.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,3.12,normal,3.86,3.57,2000
base4-25,Electrode,Pokémon,Stage 1,Stage 1,Lightning,Lightning,80.0,Voltorb,Rare,Keiji Kinebuchi,Unknown,101.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,3.81,normal,3.14,3.84,2000
base4-26,Kangaskhan,Pokémon,Basic,Basic,Colorless,Colorless,90.0,,Rare,Mitsuhiro Arita,Unknown,115.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,4.03,normal,4.09,3.4,2000
base4-27,Mr. Mime,Pokémon,Basic,Basic,Psychic,Psychic,40.0,,Rare,Ken Sugimori,Unknown,122.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,5.69,normal,3.08,3.68,2000
base4-28,Pidgeotto,Pokémon,Stage 1,Stage 1,Colorless,Colorless,60.0,Pidgey,Rare,Ken Sugimori,Unknown,17.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,4.63,normal,4.34,3.32,2000
base4-29,Pinsir,Pokémon,Basic,Basic,Grass,Grass,60.0,,Rare,Kagemaru Himeno,Unknown,127.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,3.98,normal,3.16,3.46,2000
base4-30,Snorlax,Pokémon,Basic,Basic,Colorless,Colorless,90.0,,Rare,Ken Sugimori,Unknown,143.0,4.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,23.71,normal,16.17,14.98,2000
base4-31,Venomoth,Pokémon,Stage 1,Stage 1,Grass,Grass,70.0,Venonat,Rare,Ken Sugimori,Unknown,49.0,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,3.76,normal,3.14,3.29,2000
base4-32,Victreebel,Pokémon,Stage 2,Stage 2,Grass,Grass,80.0,Weepinbell,Rare,Ken Sugimori,Unknown,71.0,2.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,3.17,normal,3.39,3.66,2000
base4-33,Arcanine,Pokémon,Stage 1,Stage 1,Fire,Fire,100.0,Growlithe,Uncommon,Ken Sugimori,Unknown,59.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.84,normal,2.42,2.94,2000
base4-34,Butterfree,Pokémon,Stage 2,Stage 2,Grass,Grass,70.0,Metapod,Uncommon,Kagemaru Himeno,Unknown,12.0,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.53,normal,1.94,1.93,2000
base4-35,Charmeleon,Pokémon,Stage 1,Stage 1,Fire,Fire,80.0,Charmander,Uncommon,Mitsuhiro Arita,Unknown,5.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.8,normal,1.27,1.6,2000
base4-36,Dewgong,Pokémon,Stage 1,Stage 1,Water,Water,80.0,Seel,Uncommon,Mitsuhiro Arita,Unknown,87.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.17,normal,1.61,1.73,2000
base4-37,Dodrio,Pokémon,Stage 1,Stage 1,Colorless,Colorless,70.0,Doduo,Uncommon,Mitsuhiro Arita,Unknown,85.0,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,2.14,normal,1.42,1.72,2000
base4-38,Dratini,Pokémon,Basic,Basic,Colorless,Colorless,40.0,,Uncommon,Ken Sugimori,Unknown,147.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.97,normal,1.25,1.45,2000
base4-39,Exeggutor,Pokémon,Stage 1,Stage 1,Grass,Grass,80.0,Exeggcute,Uncommon,Kagemaru Himeno,Unknown,103.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.21,normal,1.76,1.97,2000
base4-40,Farfetch'd,Pokémon,Basic,Basic,Colorless,Colorless,50.0,,Uncommon,Ken Sugimori,Unknown,83.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.7,normal,0.67,0.67,2000
base4-41,Fearow,Pokémon,Stage 1,Stage 1,Colorless,Colorless,70.0,Spearow,Uncommon,Mitsuhiro Arita,Unknown,22.0,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.3,normal,1.0,1.24,2000
base4-42,Growlithe,Pokémon,Basic,Basic,Fire,Fire,60.0,,Uncommon,Ken Sugimori,Unknown,58.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.49,normal,1.48,1.48,2000
base4-43,Haunter,Pokémon,Stage 1,Stage 1,Psychic,Psychic,60.0,Gastly,Uncommon,Keiji Kinebuchi,Unknown,93.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.11,normal,1.01,0.85,2000
base4-44,Ivysaur,Pokémon,Stage 1,Stage 1,Grass,Grass,60.0,Bulbasaur,Uncommon,Ken Sugimori,Unknown,2.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,4.57,normal,3.7,3.68,2000
base4-45,Jynx,Pokémon,Basic,Basic,Psychic,Psychic,70.0,,Uncommon,Ken Sugimori,Unknown,124.0,2.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.07,normal,0.6,0.62,2000
base4-46,Kadabra,Pokémon,Stage 1,Stage 1,Psychic,Psychic,60.0,Abra,Uncommon,Ken Sugimori,Unknown,64.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.56,normal,0.89,0.83,2000
base4-47,Kakuna,Pokémon,Stage 1,Stage 1,Grass,Grass,80.0,Weedle,Uncommon,Keiji Kinebuchi,Unknown,14.0,2.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.92,normal,0.66,0.74,2000
base4-48,Lickitung,Pokémon,Basic,Basic,Colorless,Colorless,90.0,,Uncommon,Mitsuhiro Arita,Unknown,108.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,2.1,normal,1.84,1.51,2000
base4-49,Machoke,Pokémon,Stage 1,Stage 1,Fighting,Fighting,80.0,Machop,Uncommon,Ken Sugimori,Unknown,67.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.77,normal,0.6,0.6,2000
base4-50,Magikarp,Pokémon,Basic,Basic,Water,Water,30.0,,Uncommon,Mitsuhiro Arita,Unknown,129.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.58,normal,1.27,1.52,2000
base4-51,Magmar,Pokémon,Basic,Basic,Fire,Fire,50.0,,Uncommon,Ken Sugimori,Unknown,126.0,2.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.28,normal,0.98,0.94,2000
base4-52,Marowak,Pokémon,Stage 1,Stage 1,Fighting,Fighting,60.0,Cubone,Uncommon,Mitsuhiro Arita,Unknown,105.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.99,normal,1.84,1.83,2000
base4-53,Nidorina,Pokémon,Stage 1,Stage 1,Grass,Grass,70.0,Nidoran ♀,Uncommon,Ken Sugimori,Unknown,30.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.79,normal,0.7,0.64,2000
base4-54,Nidorino,Pokémon,Stage 1,Stage 1,Grass,Grass,60.0,Nidoran ♂,Uncommon,Mitsuhiro Arita,Unknown,33.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.57,normal,1.93,1.85,2000
base4-55,Parasect,Pokémon,Stage 1,Stage 1,Grass,Grass,60.0,Paras,Uncommon,Ken Sugimori,Unknown,47.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.16,normal,1.6,1.36,2000
base4-56,Persian,Pokémon,Stage 1,Stage 1,Colorless,Colorless,70.0,Meowth,Uncommon,Kagemaru Himeno,Unknown,53.0,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,2.26,normal,2.14,2.53,2000
base4-57,Poliwhirl,Pokémon,Stage 1,Stage 1,Water,Water,60.0,Poliwag,Uncommon,Ken Sugimori,Unknown,61.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.08,normal,0.85,0.93,2000
base4-58,Raticate,Pokémon,Stage 1,Stage 1,Colorless,Colorless,60.0,Rattata,Uncommon,Ken Sugimori,Unknown,20.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.94,normal,0.93,0.85,2000
base4-59,Rhydon,Pokémon,Stage 1,Stage 1,Fighting,Fighting,100.0,Rhyhorn,Uncommon,Kagemaru Himeno,Unknown,112.0,3.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.86,normal,1.39,1.14,2000
base4-60,Seaking,Pokémon,Stage 1,Stage 1,Water,Water,70.0,Goldeen,Uncommon,Kagemaru Himeno,Unknown,119.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.05,normal,0.58,0.55,2000
base4-61,Seel,Pokémon,Basic,Basic,Water,Water,60.0,,Uncommon,Ken Sugimori,Unknown,86.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.85,normal,0.5,0.41,2000
base4-62,Tauros,Pokémon,Basic,Basic,Colorless,Colorless,60.0,,Uncommon,Kagemaru Himeno,Unknown,128.0,2.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,3.21,normal,2.9,2.88,2000
base4-63,Wartortle,Pokémon,Stage 1,Stage 1,Water,Water,70.0,Squirtle,Uncommon,Ken Sugimori,Unknown,8.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.83,normal,3.27,4.08,2000
base4-64,Weepinbell,Pokémon,Stage 1,Stage 1,Grass,Grass,70.0,Bellsprout,Uncommon,Kagemaru Himeno,Unknown,70.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.1,normal,0.9,0.84,2000
base4-65,Abra,Pokémon,Basic,Basic,Psychic,Psychic,30.0,,Common,Mitsuhiro Arita,Unknown,63.0,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.58,normal,0.33,0.31,2000
base4-66,Bellsprout,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Kagemaru Himeno,Unknown,69.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.41,normal,0.3,0.26,2000
base4-67,Bulbasaur,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Mitsuhiro Arita,Unknown,1.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,3.01,normal,1.85,2.91,2000
base4-68,Caterpie,Pokémon,Basic,Basic,Grass,Grass,40.0,,Common,Ken Sugimori,Unknown,10.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.65,normal,0.49,0.38,2000
base4-69,Charmander,Pokémon,Basic,Basic,Fire,Fire,50.0,,Common,Mitsuhiro Arita,Unknown,4.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.28,normal,1.36,1.95,2000
base4-70,Cubone,Pokémon,Basic,Basic,Fighting,Fighting,40.0,,Common,Mitsuhiro Arita,Unknown,104.0,1.0,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,1.38,normal,1.12,1.07,2000
base4-71,Diglett,Pokémon,Basic,Basic,Fighting,Fighting,30.0,,Common,Keiji Kinebuchi,Unknown,50.0,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.51,normal,0.31,0.31,2000
base4-72,Doduo,Pokémon,Basic,Basic,Colorless,Colorless,50.0,,Common,Mitsuhiro Arita,Unknown,84.0,,base4,Base Set 2,Base,2000-02-24,130,130,2026/03/26,0.45,normal,0.32,0.37,2000
